timestamp,v_left,v_right,s0,s1,s2,s3,s4,s5,s6,s7,pos_x,pos_y
1775419523.5422761,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5816599829359304,-0.20007477821954053
1775419523.674467,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.47197457606588955,-0.20054002671575807
1775419523.7404978,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.35082751402072376,-0.20125383045150413
1775419523.816732,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2296863792154013,-0.20207090996915417
1775419523.8915358,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10864695542860754,-0.2029812959222374
1775419523.96982,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022239803808673873,-0.2040822322862498
1775419524.043276,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12392579208971137,-0.2049714277285506
1775419524.120715,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2548338094566154,-0.20619146613158823
1775419524.2004008,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37608691777350856,-0.20740740084767126
1775419524.2784388,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5052233540472589,-0.20892798840641985
1775419524.357124,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6361422626763285,-0.2107030402968622
1775419524.4406989,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7574092138220285,-0.21246557462604093
1775419524.557183,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666125481634783,-0.2141070168569815
1775419524.632575,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9781170116729868,-0.21619558350316698
1775419524.7120042,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0798469742781274,-0.21817578236156518
1775419524.79534,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1890729448629525,-0.2204870534921985
1775419524.876756,3.0,3.0,0.0,0.0,0.0,0.010129138545120098,0.008842666850151781,0.0,0.0,0.0,1.3004980923626328,-0.22310072079215812
1775419524.9513102,3.1680915934329277,2.831908406567072,0.0,0.0,0.13463643025729222,0.1800511648452271,0.1786971263395356,0.12812982102596548,0.0,0.0,1.4801444741754,-0.22749789279880642
1775419525.0153458,3.114678963229711,2.885321036770289,0.0,0.1716146829285744,0.33056644455038386,0.36929508609448525,0.36786944668844246,0.3159196366249548,0.13147385829860048,0.0,1.6693623008743876,-0.23239859305806956
1775419525.08565,3.2649796542457175,2.7350203457542817,0.0,0.3972217575230551,0.52212188252033,0.5544411245329779,0.552945789930803,0.5098107013831988,0.3642765532001705,0.0,1.8524589140456513,-0.23740852480940414
1775419525.150162,3.2746115825401785,2.7253884174598233,0.0,0.47613500943108256,0.5882117040408221,0.6177219937021483,0.6199158628996387,0.5791931865617915,0.4462705374574436,0.0,1.911860955909321,-0.23918445707797878
1775419525.2185001,3.5393847774553437,2.4606152225446563,0.0,0.5386369360149468,0.6363329704724885,0.6610158098151176,0.6579998759863344,0.6152716992103997,0.48196335909139043,0.0,1.9515790917412996,-0.23980542635315474
1775419525.283714,4.3425049689849535,1.6574950310150447,0.0,0.5770432355799755,0.6540214740684578,0.6689048079725072,0.6606589749903434,0.6017663958756095,0.4384369394511193,0.0,1.958104986351886,-0.23682996619045554
1775419525.3545752,6.0,-1.9453182930194775,0.0,0.6202814155091483,0.6652524869844554,0.6675873839099589,0.6443702409128957,0.5511824754679282,0.0,0.0,1.959387479173118,-0.22993507323592252
1775419525.4255621,6.0,-6.0,0.0,0.6656427322521723,0.6770808380441224,0.6633868937818932,0.5970285001150264,0.0,0.0,0.0,1.9714312299082337,-0.22351968323245122
1775419525.495148,6.0,-6.0,0.6303262742226277,0.6848421750966527,0.6714098808783466,0.5970157694317508,0.0,0.0,0.0,0.0,1.9914355720766093,-0.2183054573978664
1775419525.565366,6.0,-6.0,0.678249203095223,0.657969456591291,0.5454010363563133,0.0,0.0,0.0,0.0,0.0,2.0250437010910476,-0.24849383977760678
1775419525.638866,6.0,-2.2602173703709294,0.6527331551553823,0.5413744273497589,0.0,0.0,0.0,0.0,0.0,0.0,2.0343525168325387,-0.3607940361978754
1775419525.707076,6.0,-1.518474649880241,0.6177178746398441,0.43319405471642203,0.0,0.0,0.0,0.0,0.0,0.0,2.017226587470152,-0.44202546727644443
1775419525.829134,4.7326066790389545,1.2673933209610455,0.5733344791415063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9849944180165608,-0.5358423438530612
1775419525.9186292,4.595258172068788,1.4047418279312118,0.5228511581626242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9487154988593374,-0.6188307944108514
1775419526.0083358,4.429103075980969,1.5708969240190314,0.4719651551348757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8981661844362683,-0.7232880881619895
1775419526.093714,4.261503475019689,1.738496524980311,0.4160124670489439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8459341937063076,-0.8279983451107936
1775419526.1758022,4.104554585024996,1.8954454149750037,0.3590453577852717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7926910350097245,-0.9325927208033253
1775419526.3076532,3.9178665425824675,2.0821334574175325,0.30131923846538955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7477055673913378,-1.0197908017652755
1775419526.3757749,3.7976659255684493,2.2023340744315507,0.25649863354511815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.701737489671683,-1.1072472197351928
1775419526.496866,3.620332716519072,2.379667283480928,0.20677757217302395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6506224368986202,-1.2032806140140555
1775419526.565336,3.4398898855976303,2.5601101144023697,0.14662996186587673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.598548801087564,-1.2999078930348138
1775419526.6413782,5.534203787576554,0.46579621242344604,0.08115548015595986,0.09398047869056836,0.11241273210136105,0.09886604365208262,0.0,0.0,0.0,0.0,1.5363575114740022,-1.4139671305480814
1775419526.732693,6.0,-1.2884616492618397,0.018632655459886238,0.20709483795531858,0.22309164095873013,0.20868915662419085,0.09908219396536244,0.0,0.0,0.0,1.475073285174263,-1.5247847705693536
1775419526.813235,6.0,-2.67019039327961,0.0,0.30199279797742773,0.31605581386612114,0.3093832401095984,0.20666851306488254,0.0,0.0,0.0,1.4173512799471717,-1.6263393696860884
1775419526.8880901,6.0,-4.218748087501214,0.0,0.404646739781258,0.41696464291976965,0.4011570358577168,0.3050429029480485,0.0,0.0,0.0,1.3636779244603237,-1.71898218771166
1775419526.970026,6.0,-5.530377045630127,0.0,0.4983149855627329,0.5172117643898619,0.5006676303004475,0.41213373016605315,0.0,0.0,0.0,1.3043520009616183,-1.8191657726729882
1775419527.052165,6.0,-6.0,0.40525165798431884,0.5886921922235886,0.5942053635576484,0.5707800947934629,0.4744042986852447,0.0,0.0,0.0,1.261942594856536,-1.8900939668200754
1775419527.124924,6.0,-6.0,0.5132280262317463,0.6329959825131162,0.6325332170907287,0.5934908722973522,0.4707088767554688,0.0,0.0,0.0,1.2323090292180847,-1.9373019644830862
1775419527.207701,6.0,-6.0,0.6084021179742649,0.6629088080598596,0.6455745865404625,0.5600126328818564,0.0,0.0,0.0,0.0,1.2113598600619815,-1.9698521827177367
1775419527.2806568,6.0,-6.0,0.6561129301473401,0.6694809517496696,0.6181691889229667,0.46556836960422876,0.0,0.0,0.0,0.0,1.1935225953260757,-1.992026143650096
1775419527.359922,6.0,-6.0,0.6670332526378746,0.648166277560902,0.5369672912023258,0.0,0.0,0.0,0.0,0.0,1.162065457008048,-2.012827903305623
1775419527.426424,6.0,-2.5891667990370495,0.6590283352318808,0.5898554229205366,0.0,0.0,0.0,0.0,0.0,0.0,1.0959641010192582,-2.0257339479982797
1775419527.511008,6.0,-1.9638060701287612,0.6331866354227629,0.5020259264610715,0.0,0.0,0.0,0.0,0.0,0.0,1.0151003841977184,-2.0195980960224382
1775419527.586693,6.0,-1.291960876165464,0.6028585239775828,0.4050392744893567,0.0,0.0,0.0,0.0,0.0,0.0,0.9226222903584687,-1.99734359127211
1775419527.6658711,4.667051608189954,1.3329483918100462,0.5516162353117605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.825150431488437,-1.962716423483552
1775419527.748649,4.510628188800022,1.4893718111999776,0.499438022530172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7301512081404118,-1.921697184595662
1775419527.899217,4.363149028800676,1.6368509711993244,0.4459673768922984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6068000175765211,-1.864489105371715
1775419527.99254,4.175658372760506,1.8243416272394937,0.38757831649464647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5098003521510575,-1.818134193444338
1775419528.066744,4.024229530622533,1.975770469377467,0.3369988713816443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4130619246709215,-1.7707813039211309
1775419528.14564,3.8705219405219613,2.1294780594780387,0.28570797078640187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3074702882814059,-1.7183706660533762
1775419528.22507,3.7149070057299123,2.2850929942700877,0.23377680374781107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2102867059974923,-1.669454208686194
1775419528.307449,3.5570996068117022,2.4429003931882978,0.17654960825759736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10425289746094964,-1.6152555884686322
1775419528.3998961,3.371634867808435,2.628365132191565,0.11927388089300484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007185375182433608,-1.5652187881481754
1775419528.480861,3.211692474233699,2.788307525766301,0.0659115464581207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08983979648041067,-1.5147442876279151
1775419528.5580192,3.0505063504995924,2.9494936495004076,0.012177783282186216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18839653225664324,-1.463105695009585
1775419528.637975,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2935818015096149,-1.4076166616769936
1775419528.7207942,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.39913765555543185,-1.3515853912300655
1775419528.7961369,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4974764924526637,-1.2990437657837197
1775419528.879589,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6043375686293253,-1.2418627027918565
1775419528.958859,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7025674040044481,-1.1891977796697124
1775419529.029265,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.807265119059046,-1.132839202593361
1775419529.1080341,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9223729052595692,-1.0703138398091345
1775419529.194067,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0288933882513176,-1.0124320315978554
1775419529.276296,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.135355667894332,-0.9545190768182943
1775419529.357104,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2417824520049987,-0.8965561276285611
1775419529.428431,3.5176691358421373,2.4823308641578627,0.0,0.018936666321378248,0.0381174545471229,0.03297677561075574,0.0,0.0,0.0,0.0,-1.348191183245529,-0.8385324958197244
1775419529.50978,6.0,-0.2922994446089313,0.0,0.13421832976991632,0.1518074448942377,0.13799585855652252,0.03348144279778764,0.0,0.0,0.0,-1.4619313922132773,-0.7761558844897243
1775419529.606325,6.0,-1.9212398135486812,0.0,0.23875544924865,0.25313280014172856,0.23755807514880267,0.127070062120628,0.0,0.0,0.0,-1.5549734631390488,-0.7240895109420785
1775419529.678804,6.0,-3.2434508559397126,0.0,0.3414526640551029,0.35403616748182887,0.33777157224701626,0.2345575116826688,0.0,0.0,0.0,-1.6560627856588135,-0.6654442899747057
1775419529.7542348,6.0,-4.5577592729325005,0.0,0.41830467449883135,0.4375935595085084,0.42043629648587777,0.3227149655243877,0.0,0.0,0.0,-1.7398387400908888,-0.6158429678432098
1775419529.827028,6.0,-6.0,0.3028149048696783,0.5338473603263054,0.5428599993600107,0.5245675097268956,0.44085229137462023,0.0,0.0,0.0,-1.850974405444049,-0.5484913446099695
1775419529.9199932,6.0,-6.0,0.44854420862522615,0.6055215253858195,0.612704822980448,0.5825773819539846,0.4745878484420051,0.0,0.0,0.0,-1.915011160941408,-0.5091675399450344
1775419530.002948,6.0,-6.0,0.5615477587119422,0.6478811000526784,0.6425743265589456,0.5871392813616565,0.4350660178576352,0.0,0.0,0.0,-1.9524221354221893,-0.4849633197540423
1775419530.076611,6.0,-6.0,0.6310062285219866,0.6637828133296844,0.6356424402401939,0.5274462103873214,0.0,0.0,0.0,0.0,-1.977729643145056,-0.4683320625614099
1775419530.160316,6.0,-6.0,0.6628234684927194,0.6592381623856909,0.5779736569745412,0.0,0.0,0.0,0.0,0.0,-2.0025146714317557,-0.43944105920084464
1775419530.230645,6.0,-6.0,0.6621165868989388,0.6223927037891676,0.47145040427492924,0.0,0.0,0.0,0.0,0.0,-2.019002909110669,-0.392002417825316
1775419530.311174,6.0,-2.266274438398402,0.643204404700971,0.5404053469969992,0.0,0.0,0.0,0.0,0.0,0.0,-2.021520281856656,-0.3068485714266474
1775419530.4075038,6.0,-1.552979293486541,0.6149062629912554,0.44321549647279157,0.0,0.0,0.0,0.0,0.0,0.0,-2.004467584244911,-0.21648993917976828
1775419530.484787,4.728012306380795,1.271987693619205,0.5722013061990032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9801871886145068,-0.13691503355823656
1775419530.564834,4.5887430383711445,1.4112569616288555,0.5295810127903815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.944166987708213,-0.04497828941177185
1775419530.632753,4.471300032648315,1.5286999673516848,0.4863417643058876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9050795339384294,0.043053461131919046
1775419530.7167192,4.315282962286066,1.6847170377139338,0.4342307748429476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8520434915938875,0.1580221857724476
1775419530.8081129,4.129391404300437,1.8706085956995633,0.3721670077943604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7978112695596533,0.27260794432287555
1775419530.890935,3.9788777877464163,2.0211222122535837,0.317552556041962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.750834174377994,0.369583480995891
1775419530.976824,3.798838951170863,2.201161048829137,0.26183399997021684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6942946507763144,0.48423349034166546
1775419531.0574532,3.6292655077587277,2.3707344922412723,0.2052563687831811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6410352107641593,0.5904240256643379
1775419531.1409779,3.4990505460470627,2.5009494539529373,0.15269154903316584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5957493484413214,0.6795935174942886
1775419531.242507,3.3140790396493505,2.6859209603506495,0.10009976797373599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5413926509467513,0.7855270516192773
1775419531.325067,3.1403423641469326,2.8596576358530674,0.037539415443669344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4859548739866228,0.8927280107794227
1775419531.409753,3.0503287790139644,2.9496712209860356,0.007517953694384016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4481233367362172,0.9656309727250314
1775419531.574325,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4101897040997609,1.0384891075190692
